CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2017-07-13,14:35:00,2017-07-13 14:35:00,NONE,,40.738136,-73.79919,"(40.738136, -73.79919)",LONG ISLAND EXPRESSWAY,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,3710441,7226989,68BE8F0D-A8EE-41B4-9C7A-F03ACE037FF1,OCCUPANT,INJURED,17650148.0,40.0,NOT EJECTED,CONSCIOUS,NECK,DRIVER,LAP BELT,COMPLAINT OF PAIN,DRIVER,M,2017,MOTORIST
2017-07-08,15:15:00,2017-07-08 15:15:00,QUEENS,11358,40.770683,-73.79598,"(40.770683, -73.79598)",29 AVENUE,169 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3707225,7108942,6F0EC64A-8DAA-4E68-BF0C-C93DFD330D4B,OCCUPANT,UNSPECIFIED,17593261.0,75.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-11,09:30:00,2017-07-11 09:30:00,BRONX,10468,40.859642,-73.899826,"(40.859642, -73.899826)",CRESTON AVENUE,EAST 184 STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3713081,7142526,9D57989F-A72E-497E-AAE6-09F27AE68206,OCCUPANT,UNSPECIFIED,17609436.0,25.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2017,MOTORIST
2017-07-18,17:10:00,2017-07-18 17:10:00,BROOKLYN,11217,40.678455,-73.97516,"(40.678455, -73.97516)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3713690,7131635,C6F5A682-ABAE-4859-9E33-4EDDEC472306,OCCUPANT,UNSPECIFIED,17604188.0,47.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2025-07-06,06:45:00,2025-07-06 06:45:00,QUEENS,11105,40.77651,-73.89912,"(40.77651, -73.89912)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,,AMBULANCE,,4825418,13414998,7B599EA6-3495-4204-B2BB-C3C83E9E01A5,OCCUPANT,UNSPECIFIED,20900950.0,31.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2025,MOTORIST
2017-07-05,19:45:00,2017-07-05 19:45:00,QUEENS,11372,40.74943,-73.89588,"(40.74943, -73.89588)",69 STREET,35 ROAD,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3706604,7056618,CC1E8B47-A2AF-4EA4-93EF-E50CC4C8C555,OCCUPANT,UNSPECIFIED,17568440.0,18.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-15,20:13:00,2017-07-15 20:13:00,QUEENS,11691,40.595036,-73.76017,"(40.595036, -73.76017)",BEACH 27 STREET,SEAGIRT AVENUE,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,SEDAN,,3711933,7112524,E848DDE9-B3AF-48EF-AFE7-06CB5C5F33EF,PEDESTRIAN,INJURED,,47.0,,CONSCIOUS,HEAD,,,SEVERE BLEEDING,PEDESTRIAN,M,2017,PEDESTRIAN
2017-07-11,15:54:00,2017-07-11 15:54:00,MANHATTAN,10033,40.850353,-73.94061,"(40.850353, -73.94061)",CABRINI BOULEVARD,WEST 180 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3709556,7123487,02145C54-47C7-49A0-A456-0CACDBECD329,OCCUPANT,UNSPECIFIED,17600210.0,30.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-07-20,19:08:00,2017-07-20 19:08:00,NONE,,40.800983,-73.92927,"(40.800983, -73.92927)",TRIBOROUGH BRIDGE,,1.0,0.0,0,0,0,0,1,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3715230,7151727,F1A1F968-01A0-4764-8DA2-674C03E067EE,OCCUPANT,UNSPECIFIED,17613873.0,48.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-07-20,00:48:00,2017-07-20 00:48:00,BROOKLYN,11208,40.66224,-73.877205,"(40.66224, -73.877205)",STANLEY AVENUE,LINWOOD STREET,1.0,0.0,0,0,0,0,1,0,AGGRESSIVE DRIVING/ROAD RAGE,UNSPECIFIED,SEDAN,SEDAN,3714800,7261676,3B506FBA-850B-46B9-93E8-BC455E176CF6,OCCUPANT,UNSPECIFIED,17666959.0,61.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-11,03:00:00,2017-07-11 03:00:00,QUEENS,11415,40.704647,-73.83197,"(40.704647, -73.83197)",84 AVENUE,120 STREET,0.0,0.0,0,0,0,0,0,0,UNSAFE SPEED,UNSPECIFIED,SEDAN,SEDAN,3708644,7181461,169053A8-E236-47B4-ACDF-1BE215E13E29,OCCUPANT,UNSPECIFIED,17628118.0,0.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-07-22,21:20:00,2017-07-22 21:20:00,BROOKLYN,11216,40.685047,-73.954254,"(40.685047, -73.954254)",BEDFORD AVENUE,MONROE STREET,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3717328,7134538,76C9CE50-E7B0-4DD1-9081-690C28E323D7,OCCUPANT,UNSPECIFIED,17605594.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-26,06:59:00,2017-07-26 06:59:00,BROOKLYN,11234,40.61859,-73.94242,"(40.61859, -73.94242)",KINGS HIGHWAY,NEW YORK AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,PICK-UP TRUCK,PICK-UP TRUCK,3719698,7156669,DF5AB57D-528B-471B-A430-16F47630DB64,OCCUPANT,UNSPECIFIED,17616255.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-25,12:35:00,2017-07-25 12:35:00,QUEENS,11377,40.75221,-73.90443,"(40.75221, -73.90443)",BROADWAY,57 STREET,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,3718618,11215540,B976F7F8-F010-4668-B1DB-54E6D62CFEE9,OCCUPANT,UNSPECIFIED,19640503.0,37.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-25,12:35:00,2017-07-25 12:35:00,QUEENS,11377,40.75221,-73.90443,"(40.75221, -73.90443)",BROADWAY,57 STREET,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,3718618,11215544,B5B573C1-52C9-4F57-B898-16B6D4BDA7D3,OCCUPANT,UNSPECIFIED,19640503.0,37.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-09,11:45:00,2017-07-09 11:45:00,NONE,,40.72752,-73.75879,"(40.72752, -73.75879)",CLEARVIEW EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3707510,7091201,29651CD3-4F4D-4D55-8211-2CEE6C6EA5C3,OCCUPANT,UNSPECIFIED,17584890.0,24.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-18,15:54:00,2017-07-18 15:54:00,BROOKLYN,11220,40.637436,-74.02193,"(40.637436, -74.02193)",66 STREET,4 AVENUE,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,3713773,7169758,994FBF45-7D38-43E0-8A3F-F9657C13A53B,OCCUPANT,UNSPECIFIED,17622553.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-07-13,17:32:00,2017-07-13 17:32:00,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",WEST 40 STREET,11 AVENUE,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,PASSING TOO CLOSELY,BOX TRUCK,SEDAN,3711817,7152242,02F6A880-D4FD-4019-8500-075A75304C85,OCCUPANT,UNSPECIFIED,17614110.0,49.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-13,22:00:00,2017-07-13 22:00:00,NONE,,40.738194,-73.8492,"(40.738194, -73.8492)",LONG ISLAND EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BUS,SEDAN,3710742,7159985,CC55127E-D854-4922-9807-C7807D6AEAF4,OCCUPANT,UNSPECIFIED,17617871.0,0.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,U,2017,MOTORIST
2017-07-20,08:45:00,2017-07-20 08:45:00,BROOKLYN,11210,40.618977,-73.951225,"(40.618977, -73.951225)",EAST 24 STREET,AVENUE M,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,SEDAN,3719515,7186302,44D4C1CC-5F76-4C9F-BFAF-5EA33A6CB7B7,OCCUPANT,UNSPECIFIED,17630426.0,59.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-20,23:30:00,2017-07-20 23:30:00,NONE,,40.665733,-73.755585,"(40.665733, -73.755585)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3715874,7265168,2C8DAFEC-7FBB-43EA-884D-9C488F6502C7,OCCUPANT,UNSPECIFIED,17668652.0,22.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-07-06,11:03:00,2017-07-06 11:03:00,NONE,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE,,4.0,0.0,0,0,0,0,4,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,3709110,7208019,F3455FF7-0544-4185-BDFF-0A209CD9D694,OCCUPANT,INJURED,17641059.0,37.0,NOT EJECTED,CONSCIOUS,SHOULDER - UPPER ARM,DRIVER,AIR BAG DEPLOYED/LAP BELT/HARNESS,ABRASION,DRIVER,M,2017,MOTORIST
2017-07-24,11:00:00,2017-07-24 11:00:00,MANHATTAN,10025,40.80399,-73.96033,"(40.80399, -73.96033)",MORNINGSIDE DRIVE,WEST 113 STREET,1.0,0.0,0,0,0,0,1,0,PAVEMENT SLIPPERY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3718143,7111263,F28EFBAA-D309-43DB-8C76-60A508A7407D,OCCUPANT,INJURED,17594394.0,58.0,NOT EJECTED,UNKNOWN,NECK,DRIVER,UNKNOWN,COMPLAINT OF PAIN,DRIVER,M,2017,MOTORIST
2017-07-18,17:37:00,2017-07-18 17:37:00,NONE,,40.78166,-73.944016,"(40.78166, -73.944016)",FDR DRIVE RAMP,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,DRIVER INEXPERIENCE,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3713960,7238790,DB3D2D31-EEDA-4DD1-8674-1B3371457D9E,OCCUPANT,UNSPECIFIED,17655751.0,54.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-07-08,12:00:00,2017-07-08 12:00:00,NONE,,40.744892,-73.77022,"(40.744892, -73.77022)",LONG ISLAND EXPRESSWAY,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,3707198,7088546,44586179-9537-4BC5-814E-8BDDE8A54076,OCCUPANT,INJURED,17583615.0,65.0,NOT EJECTED,CONSCIOUS,NECK,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,INTERNAL,PASSENGER,F,2017,MOTORIST
2017-07-21,12:45:00,2017-07-21 12:45:00,MANHATTAN,10002,40.722023,-73.98738,"(40.722023, -73.98738)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BOX TRUCK,BOX TRUCK,3715722,7115618,240D1C08-5AA2-4B95-A7BB-CC9F0F89A030,OCCUPANT,UNSPECIFIED,17596486.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-07-19,16:30:00,2017-07-19 16:30:00,NONE,,40.584137,-73.96386,"(40.584137, -73.96386)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3715307,7131350,99180551-DC63-4FC3-AC02-BDC74A5E4B50,OCCUPANT,UNSPECIFIED,17604051.0,50.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-07-24,04:10:00,2017-07-24 04:10:00,BRONX,10466,40.89417,-73.856964,"(40.89417, -73.856964)",WHITE PLAINS ROAD,EAST 234 STREET,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,GARBAGE OR REFUSE,TRACTOR TRUCK DIESEL,3717182,7216269,8EEBF20D-C40E-4C91-B686-B878861F4CE4,OCCUPANT,UNSPECIFIED,17644994.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-24,09:33:00,2017-07-24 09:33:00,STATEN ISLAND,10304,40.610195,-74.07956,"(40.610195, -74.07956)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,3718380,7149621,1B394F3F-E00C-4956-AEEE-A037E85CD833,OCCUPANT,UNSPECIFIED,17612841.0,22.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-28,16:00:00,2017-07-28 16:00:00,QUEENS,11691,40.605274,-73.75516,"(40.605274, -73.75516)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,SEDAN,,3723002,7112998,7CB59946-E6CD-4C59-9A0D-B73786E4E31D,OCCUPANT,UNSPECIFIED,17595272.0,41.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-10,08:45:00,2017-07-10 08:45:00,NONE,,40.807095,-73.945984,"(40.807095, -73.945984)",LENOX AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,BOX TRUCK,3710095,7110736,78B8C40F-2C27-479D-A801-8B987F8F8965,OCCUPANT,UNSPECIFIED,17594120.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-07-09,05:00:00,2017-07-09 05:00:00,BROOKLYN,11214,40.584568,-73.986725,"(40.584568, -73.986725)",AVENUE Z,CROPSEY AVENUE,1.0,0.0,0,0,0,0,1,0,UNSAFE SPEED,OTHER VEHICULAR,CONVERTIBLE,STATION WAGON/SPORT UTILITY VEHICLE,3707921,6942346,B92E4DD4-EFB6-430B-88AB-1088554D77DB,OCCUPANT,UNSPECIFIED,17513572.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-07-19,21:26:00,2017-07-19 21:26:00,NONE,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE LOWER,,0.0,0.0,0,0,0,0,0,0,OBSTRUCTION/DEBRIS,,SEDAN,,3715220,7171888,BDCEEA50-E941-4237-9E69-D15F721F89C7,OCCUPANT,UNSPECIFIED,17623586.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-07-14,23:00:00,2017-07-14 23:00:00,MANHATTAN,10036,40.758865,-73.98488,"(40.758865, -73.98488)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,TAXI,3711622,7204213,AD3ED5F5-35EF-4020-8C92-D51882B3A646,OCCUPANT,UNSPECIFIED,17639206.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-07-21,23:19:00,2017-07-21 23:19:00,NONE,,40.665257,-73.735344,"(40.665257, -73.735344)",SOUTH CONDUIT AVENUE,,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,STATION WAGON/SPORT UTILITY VEHICLE,,3716142,7265316,52DFD36E-E774-49B0-AA9E-65715A5932DE,PEDESTRIAN,INJURED,,38.0,,SEMICONSCIOUS,HEAD,,,CONCUSSION,PEDESTRIAN,M,2017,PEDESTRIAN
2017-07-14,13:50:00,2017-07-14 13:50:00,BRONX,10469,40.862823,-73.84633,"(40.862823, -73.84633)",MACE AVENUE,SEYMOUR AVENUE,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,3711766,7143867,55B23F3E-FD5B-4AA1-8CEF-7C1B4A25BA1F,OCCUPANT,UNSPECIFIED,17610070.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-07-05,07:50:00,2017-07-05 07:50:00,MANHATTAN,10016,40.74544,-73.9754,"(40.74544, -73.9754)",2 AVENUE,EAST 35 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BUS,SEDAN,3705124,7047690,B7D8A258-07EC-4291-A1F7-9CC99E7F8254,OCCUPANT,UNSPECIFIED,17564190.0,40.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-10,16:45:00,2017-07-10 16:45:00,MANHATTAN,10039,40.823112,-73.940475,"(40.823112, -73.940475)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,PICKUP WITH MOUNTED CAMPER,,3708845,7113376,FA32726F-2947-4A4C-A1C0-2CDD875A3EAE,OCCUPANT,UNSPECIFIED,17595441.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-07-28,08:30:00,2017-07-28 08:30:00,NONE,,40.844917,-73.926384,"(40.844917, -73.926384)",CROSS BRONX EXPY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,3720342,7186360,387FEE77-E543-4BF7-90D8-5D6598918A63,OCCUPANT,UNSPECIFIED,17630456.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-07-13,18:21:00,2017-07-13 18:21:00,STATEN ISLAND,10301,40.635616,-74.09245,"(40.635616, -74.09245)",LAFAYETTE AVENUE,BRIGHTON AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3711563,7144016,AB7633C5-3DAA-420D-886A-68C5603BEC95,OCCUPANT,UNSPECIFIED,17610147.0,9.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE REAR SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2017,MOTORIST
2017-07-15,21:30:00,2017-07-15 21:30:00,QUEENS,11432,40.712814,-73.78317,"(40.712814, -73.78317)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3711574,7229137,A0BF386B-F857-4D2A-AF9A-657C522DE2B4,OCCUPANT,UNSPECIFIED,17651166.0,35.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-04,01:00:00,2017-07-04 01:00:00,BROOKLYN,11222,40.7285,-73.95039,"(40.7285, -73.95039)",,,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3704274,6993895,3EC52CFF-FC5A-4538-9FC2-7C1284DD1C17,OCCUPANT,INJURED,17538391.0,38.0,NOT EJECTED,CONSCIOUS,SHOULDER - UPPER ARM,DRIVER,LAP BELT & HARNESS,NONE VISIBLE,DRIVER,F,2017,MOTORIST
2017-07-11,20:24:00,2017-07-11 20:24:00,MANHATTAN,10016,40.74433,-73.980736,"(40.74433, -73.980736)",,,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3709218,7165268,401A4D53-2B1D-42DC-99BA-B5B33F39BF2E,OCCUPANT,UNSPECIFIED,17620424.0,45.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-07-07,18:35:00,2017-07-07 18:35:00,QUEENS,11361,40.764996,-73.7669,"(40.764996, -73.7669)",40 AVENUE,216 STREET,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3706753,7088387,CA9BEC28-52DF-4999-B2CC-EFBFF9D52110,OCCUPANT,UNSPECIFIED,17583539.0,49.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-07-14,00:00:00,2017-07-14 00:00:00,BRONX,10460,40.836475,-73.88512,"(40.836475, -73.88512)",BRYANT AVENUE,EAST 174 STREET,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,UNSPECIFIED,SEDAN,SEDAN,3711658,7116000,D07DE36D-0C9C-4A66-938B-76E4C35DB428,OCCUPANT,UNSPECIFIED,17596670.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-07-07,00:15:00,2017-07-07 00:15:00,NONE,,40.699406,-73.95338,"(40.699406, -73.95338)",NOSTRAND AVENUE,,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,TAXI,STATION WAGON/SPORT UTILITY VEHICLE,3710206,11166971,D25F5E23-5D9D-477E-8957-8AAFD3396D8E,OCCUPANT,UNSPECIFIED,,,,,,,,,WITNESS,,2017,MOTORIST
2017-07-19,16:25:00,2017-07-19 16:25:00,NONE,,40.68963,-73.98575,"(40.68963, -73.98575)",LIVINGSTON STREET,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,PICK-UP TRUCK,SEDAN,3714502,7167325,AFC94738-B1D3-4B84-872B-6E572B905509,OCCUPANT,UNSPECIFIED,17621390.0,0.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-07-20,16:21:00,2017-07-20 16:21:00,QUEENS,11375,40.7371,-73.84606,"(40.7371, -73.84606)",GRAND CENTRAL PARKWAY,62 DRIVE,2.0,0.0,0,0,0,0,2,0,BACKING UNSAFELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3715130,7163493,BB4659F9-B650-4614-90C4-39CE9B6189AF,OCCUPANT,UNSPECIFIED,17619582.0,48.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-07-06,10:09:00,2017-07-06 10:09:00,BRONX,10469,40.865494,-73.85868,"(40.865494, -73.85868)",PAULDING AVENUE,ALLERTON AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,3706149,6995131,08D5F8EB-0587-4109-846A-F781EBDD5099,OCCUPANT,UNSPECIFIED,17538986.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2017,MOTORIST
2017-07-15,11:25:00,2017-07-15 11:25:00,NONE,,40.730553,-73.84142,"(40.730553, -73.84142)",GRAND CENTRAL PKWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,3711454,7161008,8A6CD640-75A7-4368-A7AC-65E72CDE2475,OCCUPANT,UNSPECIFIED,17618348.0,59.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
